Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
18630,"The Player of Games (Culture, #2)",Iain M. Banks,"Banks, Iain M.",,"=""0061053562""","=""9780061053566""",4,4.27,HarperPrism,Paperback,293,1997,1988,2019/06/23,2019/06/01,,,read,,,,1,,,0,,,,,
46146065,"All Gifts, Bestowed: An Artificial Intelligence Thriller",Joshua Gayou,"Gayou, Joshua",,"=""""","=""""",3,3.82,Aethon Books,Kindle Edition,428,2019,,,2019/06/23,,,read,,,,1,,,0,,,,,
35429993,"Fall, or Dodge in Hell",Neal Stephenson,"Stephenson, Neal",,"=""0062458736""","=""9780062458735""",3,3.67,William Morrow & Co,ebook,896,2019,2019,2019/06/12,2019/06/11,,,read,,,,1,,,0,,,,,
40376072,Children of Ruin (Children of Time #2),Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""""","=""""",5,4.18,Macmillan Digital Audio,Audible Audio,,2019,2019,2019/06/03,2019/05/31,,,read,,,,1,,,0,,,,,
20926278,Revival,Stephen King,"King, Stephen",,"=""1476770387""","=""9781476770383""",3,3.76,Scribner Book Company,Hardcover,405,2014,2014,,2019/05/31,,,read,,,,1,,,0,,,,,
34066798,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,"=""0143110438""","=""9780143110439""",5,4.36,Penguin Books,Paperback,496,2019,2016,,2019/05/28,,,read,,,,1,,,0,,,,,
29751398,The Power,Naomi Alderman,"Alderman, Naomi",,"=""0670919985""","=""9780670919987""",5,3.85,Viking,Hardcover,341,2017,2016,2019/05/25,2019/05/21,,,read,,,,1,,,0,,,,,
36896898,Spinning Silver,Naomi Novik,"Novik, Naomi",,"=""""","=""""",4,4.27,Del Rey,Kindle Edition,480,2018,2018,,2019/05/20,,,read,,,,1,,,0,,,,,
2213661,The Graveyard Book,Neil Gaiman,"Gaiman, Neil","Dave McKean, Nīls Geimens","=""0060530928""","=""9780060530921""",4,4.13,HarperCollins,Hardcover,307,2008,2008,,2019/05/21,,,read,,,,1,,,0,,,,,
59924,The Lathe of Heaven,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0060512741""","=""9780060512743""",5,4.11,Harper Perennial Modern Classics,Paperback,176,2003,1971,,2019/05/20,,,read,,,,1,,,0,,,,,
28962996,Six Wakes,Mur Lafferty,"Lafferty, Mur",,"=""0316389684""","=""9780316389686""",5,3.84,Orbit,Paperback,364,2017,2017,,2019/05/20,,,read,,,,1,,,0,,,,,
11573,The Dead Zone,Stephen King,"King, Stephen",,"=""0451155750""","=""9780451155757""",4,3.92,Signet/New American Library,Mass Market Paperback,402,1980,1979,,2019/05/20,,,read,,,,1,,,0,,,,,
39776179,"Dune (Dune Chronicles, #1)",Frank Herbert,"Herbert, Frank",,"=""0441013597""","=""9780441013593""",4,4.22,Ace Books,Paperback,687,2005,1965,,2019/04/24,,,read,,,,1,,,0,,,,,
38530946,The Incomplete Book of Running,Peter Sagal,"Sagal, Peter",,"=""1451696248""","=""9781451696240""",5,3.87,Simon  Schuster,Hardcover,197,2018,2018,,2019/04/24,,,read,,,,1,,,0,,,,,
28819821,Lost Gods,Brom,"Brom, Brom",,"=""0062095706""","=""9780062095701""",5,4.18,Harper Voyager,ebook,496,2016,2016,,2019/04/24,,,read,,,,1,,,0,,,,,
7519231,"All Clear (All Clear, #2)",Connie Willis,"Willis, Connie",,"=""0553807676""","=""9780553807677""",3,4.06,Spectra,Hardcover,656,2010,2010,,2019/04/24,,,read,,,,1,,,0,,,,,
6506307,"Blackout (All Clear, #1)",Connie Willis,"Willis, Connie",,"=""0553803190""","=""9780553803198""",2,3.83,Spectra Books,Paperback,610,2010,2010,2019/04/24,2019/03/14,,,read,,,,1,,,0,,,,,
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1476738017""","=""9781476738017""",3,4.36,Atria Books,Hardcover,337,2014,2012,,2019/03/14,,,read,,,,1,,,0,,,,,
164154,"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,"Jr., Walter M. Miller",Mary Doria Russell,"=""0060892994""","=""9780060892999""",5,3.98,HarperCollins EOS,Paperback,334,2006,1959,,2019/03/12,,,read,,,,1,,,0,,,,,
34963438,The Age of Agile: How Smart Companies Are Transforming the Way Work Gets Done,Stephen Denning,"Denning, Stephen",,"=""0814439098""","=""9780814439098""",5,3.86,AMACOM,Hardcover,336,2018,2018,,2019/03/08,,,read,,,,1,,,0,,,,,
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,"Haddon, Mark",,"=""1400032717""","=""9781400032716""",4,3.87,Vintage,Paperback,226,2004,2003,,2019/03/08,,,read,,,,1,,,0,,,,,
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,"=""0060512806""","=""9780060512804""",3,4.25,Avon,Paperback,1139,2002,1999,2019/03/08,2019/02/14,,,read,,,,1,,,0,,,,,
39927096,Less,Andrew Sean Greer,"Greer, Andrew Sean",,"=""""","=""""",4,3.74,Lee Boudreaux Books,Kindle Edition,273,2017,2017,,2019/03/08,,,read,,,,1,,,0,,,,,
38355410,Elevation,Stephen King,"King, Stephen",Mark Edward Geyer,"=""1982102314""","=""9781982102319""",5,3.69,Scribner ,Hardcover,146,2018,2018,,2019/03/08,,,read,,,,1,,,0,,,,,
13526165,"Where'd You Go, Bernadette",Maria Semple,"Semple, Maria",,"=""0316204277""","=""9780316204279""",5,3.90,"Little, Brown and Company",Hardcover,330,2012,2012,,2019/02/14,,,read,,,,1,,,0,,,,,
16160797,"The Cuckoo's Calling (Cormoran Strike, #1)",Robert Galbraith,"Galbraith, Robert",J.K. Rowling,"=""0316206849""","=""9780316206846""",4,3.86,"Mulholland Books / Little, Brown and Company",Hardcover,455,2013,2013,,2019/02/11,,,read,,,,1,,,0,,,,,
39665673,"Finding Ultra, Revised and Updated Edition: Rejecting Middle Age, Becoming One of the World's Fittest Men, and Discovering Myself",Rich Roll,"Roll, Rich",,"=""0307952207""","=""9780307952202""",2,3.96,Penguin Random House,Paperback,400,2013,2012,2019/02/03,2019/01/23,,,read,,,,1,,,0,,,,,
7912007,"Full Dark, No Stars",Stephen King,"King, Stephen",,"=""1439192561""","=""9781439192566""",5,4.05,Scribner,Hardcover,368,2010,2010,2019/02/01,2019/01/27,,,read,,,,1,,,0,,,,,
6277039,On Writing: A Memoir of the Craft,Stephen King,"King, Stephen",,"=""""","=""""",0,4.33,Scribner,Kindle Edition,320,2000,2000,,2018/08/04,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
32283133,"Origin (Robert Langdon, #5)",Dan Brown,"Brown, Dan",,"=""0385514239""","=""9780385514231""",4,3.85,Doubleday Books,Hardcover,461,2017,2015,2019/01/26,2019/01/23,,,read,,,,1,,,0,,,,,
29906980,Lincoln in the Bardo,George Saunders,"Saunders, George",,"=""0812995341""","=""9780812995343""",4,3.77,Random House,Hardcover,343,2017,2017,,2019/01/23,,,read,,,,1,,,0,,,,,
32075825,The Rise and Fall of D.O.D.O.,Neal Stephenson,"Stephenson, Neal",Nicole Galland,"=""0062409166""","=""9780062409164""",5,3.87,William Morrow,Hardcover,752,2017,2017,,2019/01/23,,,read,,,,1,,,0,,,,,
13538873,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Robin Sloan,"Sloan, Robin",,"=""0374214913""","=""9780374214913""",4,3.75,"Farrar, Straus and Giroux",Hardcover,288,2012,2012,,2019/01/23,,,read,,,,1,,,0,,,,,
10293025,Relentless Forward Progress: A Guide to Running Ultramarathons,Bryon Powell,"Powell, Bryon",Eric Grossman,"=""1891369903""","=""9781891369902""",3,3.94,Breakaway Books,Paperback,208,2011,2011,2019/01/23,2018/12/30,,,read,,,,1,,,0,,,,,
264007,"The Endless Knot (The Song of Albion, #3)",Stephen R. Lawhead,"Lawhead, Stephen R.",,"=""1595542213""","=""9781595542212""",3,4.17,Thomas Nelson,Paperback,439,2006,1991,,2019/01/23,,,read,,,,1,,,0,,,,,
33124137,Pet Sematary,Stephen King,"King, Stephen",,"=""""","=""""",5,3.97,Scribner,Kindle Edition,580,2014,1983,,2019/01/23,,,read,,,,1,,,0,,,,,
