,Date,Name,Description,Distance,Pace,Duration,Pace_min,Duration_min,Tracker
88,2019-07-02 23:22:51,"Running Hot, Running Happy. 84°F, partly cloudy, humid.","12.3/100 mile July Goal.

Listening to ""A Natural History of Dragons"" by Marie Brennan. 5/10 hrs.",5.19466156,8:38,44:55,8.649905833968004,44.93333333333333,Strava
89,2019-07-03 11:33:01,"Quick morning jaunt. 74°F, sunny.","15.4/100 miles

Listening to ""A Natural History of Dragons"" by Marie Brennan. 7/10 hrs.",3.08200016,8:55,27:29,8.91736921043292,27.483333333333334,Strava
91,2019-07-07 21:25:35,"Back at it after Vacay. 89°F, scorching, partly cloudy.","Listening to ""Superforecasting: The Art and Science of Prediction"" by Philip Tetlock and Dan Gardner. 4/10 hrs.

18.4/100 miles",2.94529854,8:41,25:34,8.686159649314645,25.583333333333332,Strava
92,2019-07-08 11:15:52,"Good Morning Saint Lou. 73°F, sunny.","Listening to ""Superforecasting: The Art and Science of Prediction"" by Philip Tetlock and Dan Gardner. 6/10 hrs.

23.3/100 miles",4.90261719,8:41,42:37,8.692635997277746,42.61666666666667,Strava
93,2019-07-09 23:24:13,"Happy's + change. Perfectly timed storm cloud. 88°F, cloudy, breezy.","Listening to ""The Running Man"" by Richard Bachman. 1/7 hrs.

29/100 mile July goal.",5.75389546,8:37,49:37,8.626040163290233,49.63333333333333,Strava
94,2019-07-10 11:23:23,"Morning run two days after leg day 😬. My legs are sausages made of suffering. 78°F, still, humid.","Listening to ""The Running Man"" Richard Bachman. 2/7 hrs.

32/100 mile goal for July.",3.12549613,9:40,30:12,9.667798458181634,30.216666666666665,Strava
95,2019-07-11 11:09:38,"Nice mor--HOLY HOLLY, a Red-Tailed Hawk!","72°F, cool, sunny.

Listening to ""The Running Man"" by Richard Bachman. 3/7 hrs.

37/100 mile July goal.",4.65406879,9:26,43:54,9.43618769903628,43.916666666666664,Strava
96,2019-07-12 11:05:43,Lovely (albeit hawkless) sunrise run. 70°F,"Listening to ""The Running Man"" by Richard Bachman. 6/7 hrs.

42/100 mile goal for July.",5.01446397,9:19,46:46,9.329677830616324,46.78333333333333,Strava
97,2019-07-13 14:03:06,"Hawk Buddy! GPS on the fritz. 81°F, not too toasty.","Finished listening to ""The Running Man"" by Richard Bachman. 7/7 hrs.

Started up REAMDE by Neil Stephenson. 1/38 hrs.

47/100 mile goal for July.",4.13833086,10:31,43:34,10.527593887615517,43.56666666666667,Strava
98,2019-07-14 13:01:45,"Side cramps cutting my run short. 81°F, sunny, breezy","Listening to REAMDE by Neil Stephenson. 4/38 hrs.

56/100 mile goal for July.",8.1399601,9:06,1:14:08,9.107333748888196,74.13333333333334,Strava
99,2019-07-14 14:34:16,Post cramp run.,,1.3794436200000002,9:49,13:33,9.82280087677668,13.55,Strava
100,2019-07-16 11:29:20,Short excursion to break in new shoes. 73°F and misting.,"Found out I had run 250 miles in shoes one size too large.

Listening to REAMDE by Neil Stephenson. 7/38 hrs.

58/100 mile July goal. ",2.1623710800000002,8:37,18:40,8.632499222412216,18.666666666666668,Strava
101,2019-07-16 23:21:16,"Happy's. Break ALL the PRs! 84°F, partly cloudy.","Listening to REAMDE by Neil Stephenson. 9/38 hrs.

61/100 mile July goal.",3.2497703300000005,7:40,24:55,7.6672084905971385,24.916666666666668,Strava
102,2019-07-18 11:33:31,"Stay frosty today, everyone. 73°F, cloudy, cool, humid.","Listening to REAMDE by Neil Stephenson. 12/38 hrs.

64/100 mile July goal.",3.0136493499999997,8:11,24:41,8.196043112978623,24.7,Strava
103,2019-07-19 11:10:01,"Like running through canned tuna. Makes for nice sunbeams tho. 80°F (@6AM!), still, muggy.","Listening to REAMDE by Neil Stephenson. 15/38 hrs.

68/100 mile July goal.",4.02648408,8:37,34:45,8.630358225581261,34.75,Strava
104,2019-07-20 16:20:36,Watch apparently didn't want to record my activity. 93°F partly cloudy,"Listening to REAMDE by Neil Stephenson. 18/38 hrs.

72.5/100 mile July goal.",4.49872604,8:50,39:45,8.835834777794114,39.75,Strava
105,2019-07-21 14:55:34,"Supposed to be an early, cool, long, fast run. Alcohol had other plans. 79°F and sunny.","Listening to REAMDE by Neil Stephenson. 23/38 hrs.

77.5/100 mile July goal.",3.98298811,9:28,37:45,9.481993323516768,37.766666666666666,Strava
106,2019-07-23 11:16:42,Can't beat a morning like this. 63°F and sunny.,"Listening to REAMDE by Neil Stephenson. 29/38 hrs.

82/100 mile July goal.",4.7783429900000005,8:48,42:04,8.803609693716579,42.06666666666667,Strava
107,2019-07-23 23:24:10,Happy's gonna happy. 81°F and gorgeous.,"Listening to REAMDE by Neil Stephenson. 35/38 hrs.

85/100 mile July goal.",3.11306871,8:19,25:56,8.330472517368026,25.933333333333334,Strava
108,2019-07-25 11:27:00,Cool runnings. 64°F and humid.,"Listening to Norse Mythology by Neil Gaiman. 1/6 hours.

89/100 mile July goal.",3.7406534199999997,8:29,31:47,8.496732994133772,31.783333333333335,Strava
109,2019-07-26 11:37:03,"Everyone out running this morning. Watch didn't track first half of run ☹️. 4mi, 70°F and still.","Listening to Alter by Jeremy Robinson. 1/10 hours.

93/100 mile July goal.",2.2058670499999997,8:49,19:26,8.81739450253813,19.45,Strava
110,2019-07-27 13:52:37,"Shake-out before tomorrow's 10k. Slow, easy, fun. 70°F, sunny, breezy.","Listening to Cadence of Hyrule. Music, for a change.

94/100 mile July goal.",3.06335903,8:57,27:26,8.955311168124272,27.433333333333334,Strava
