eventID,AfterInhMATRIX5,PrescaleMATRIX5,RawMATRIX4,RawTriggers,label
461253,53413,23,1715128,11027331,2
461254,76457,31,2176951,12296216,3
461255,74628,31,2227298,12368167,3
461256,74968,32,2077149,12010423,3
461257,52466,21,1728970,10973379,4
461258,66262,28,2067661,11784418,5
461259,62927,26,1834694,11443536,6
461260,63454,27,1857629,11567672,7
461261,62006,25,1853048,11264963,6
461262,49032,21,1897892,10720770,4
461263,75808,31,2102278,12240843,3
461264,76915,32,2111325,12328369,3
461265,52591,22,1720066,10966112,2
461266,63715,27,2029095,11833420,1
461267,64584,27,1907670,11587101,1
461268,64791,27,1982048,11968077,1
461269,65350,27,1871676,11689251,1
461270,64091,26,1979485,11628429,1
461271,66608,28,1938625,12023111,1
461272,64946,27,1830624,11550036,1
461273,66282,28,1919674,11835183,1
461274,65472,27,1870308,11974613,1
461275,64718,27,1912908,11751249,1
461276,52898,22,1636120,10933108,2
461277,78955,33,1950917,12425646,3
461278,76355,31,1997511,12337740,3
461279,75507,32,2052072,12371280,3
461280,53005,22,1807149,11132168,4
461281,68099,28,1997116,11983693,5
461282,65937,28,1904585,12122860,6
461283,62275,26,1907718,11516942,7
461284,64268,26,1880500,11688355,6
461285,51735,22,1739591,11145808,4
461286,81572,34,2006160,12662900,3
461287,74105,31,2174037,12194918,3
461288,52344,21,1680407,11008427,2
461289,63601,27,1859805,11449489,1
461290,63200,26,1997821,11648031,1
461291,66324,28,1852621,11900847,1
461292,61519,25,1945908,11606247,1
461293,63004,27,1931225,11689994,1
461294,54512,22,1665383,10365190,1
461295,64454,27,1849997,11641509,1
461296,60737,25,1858153,11353149,1
461297,60105,25,2071147,11406032,1
461298,61431,26,1847155,11148055,1
461299,53103,22,1790165,10956089,2
461300,72102,30,2442358,12047083,3
461301,75315,31,2343199,12329165,3
461302,73640,31,2235091,11983041,3
461303,52637,22,1799243,11064271,4
461304,66963,28,2095431,11747163,5
461305,65636,27,1907257,11936726,6
461306,64952,27,2081333,11787585,7
461307,64252,27,1937515,11741303,6
461310,76753,32,2055062,12374135,3
461311,52498,22,1737652,11081384,2
461312,64960,27,1986574,11787696,1
461313,63256,26,1963728,11592840,1
461314,66058,27,1969521,11964826,1
461315,68824,29,1880713,12161439,1
461318,65352,27,1916690,11815358,1
461319,64984,27,1970703,11823676,1
461320,63919,27,1970003,11735655,1
461321,64827,27,1926991,11797818,1
461322,51659,21,1912652,11180567,2
461323,77101,32,2264878,12331926,3
461324,77040,33,2023984,12158063,3
461325,71000,29,2479084,12140496,3
461326,52510,22,1632270,11017488,4
461327,67330,28,2004401,11780702,5
461329,65066,27,2039673,11903076,7
461330,65994,28,1874624,11638722,6
461331,54384,22,1708098,11150348,4
461332,80405,34,1925552,12543295,3
461333,77205,32,2276915,12446592,3
461334,54913,23,1645186,11310126,2
461335,65118,27,1997928,12038489,1
461336,65676,27,1910527,11936360,1
461337,64024,27,1783167,11676184,1
461338,67984,28,1786599,11894227,1
461339,65462,27,1960195,11990620,1
461340,65073,27,1961776,11876831,1
461341,65057,27,1955721,12054366,1
461345,56219,23,1600878,11341225,2
461346,77798,32,2174097,12640915,3
461347,79495,34,2019101,12506118,3
461348,81542,34,2105066,12809136,3
461349,53679,22,1650416,11091682,4
461350,68345,28,2086424,12133369,5
461351,65818,28,1868824,11810736,6
461352,66470,27,1941593,11982732,7
461353,68406,29,1894018,12191235,6
461354,53703,22,1689945,11098212,4
461355,78970,33,2103677,12484140,3
461356,76658,32,2167044,12412278,3
461358,66267,28,1990812,12029690,1
461359,67110,27,1975464,12188537,1
461360,67327,28,2018310,12225683,1
461361,67149,28,2044750,12181075,1
461362,67836,29,1933035,12099920,1
461363,62381,26,2131396,11650140,1
461364,66488,27,1796455,11863265,1
461365,67128,28,1917768,12030709,1
461366,66559,28,1987911,12111916,1
461367,64559,27,1987579,11646752,1
461368,54730,22,1795624,11267637,2
461369,77965,33,2153007,12396041,3
461370,77023,32,2211219,12333320,3
461371,77617,32,2137584,12302310,3
461372,50158,21,1878820,10906424,4
461375,61453,26,2176986,11458057,7
461376,63786,26,1979308,11675984,6
461377,54189,23,1772807,11161916,4
461378,74315,31,2214789,12251575,3
461381,66499,28,1966613,12064567,1
461382,66674,28,2016869,11964430,1
461383,63375,26,2055607,11763881,1
461384,66266,28,2034802,11894687,1
461385,68518,28,1914749,12172577,1
461386,63582,27,2109158,11976899,1
461387,68507,28,1890578,12136387,1
461388,65833,27,1973705,11901949,1
461389,64865,27,2091773,11965197,1
461390,67951,29,1907668,11950231,1
461391,54679,22,1803502,11352240,2
461392,77847,33,2319615,12537383,3
461393,77077,32,2146543,12262199,3
461394,70763,29,1860154,11525066,3
461395,50939,22,1950412,10997981,4
461396,70726,29,2096554,12077817,5
461397,64877,27,2075076,11804207,6
461398,51824,22,1865991,9923009,7
461399,61718,25,2090720,11607727,6
461400,55128,23,1801609,11311916,4
461401,76184,32,2301280,12292684,3
461402,79499,33,2248058,12387587,3
461403,53941,22,1813295,11084817,2
461404,63550,27,2059481,11660032,1
461405,64011,27,2083904,11799121,1
461406,64940,27,1998677,11585849,1
461407,63690,26,2096899,11751967,1
461408,64770,27,2068634,11857477,1
461409,67526,28,1952021,11948588,1
461410,66144,28,1892087,11706052,1
461411,65283,27,1908012,11790270,1
461412,63909,26,2078655,11635283,1
461413,60464,25,2090284,11382744,1
461414,51859,22,1828267,11028031,2
461415,78703,33,2224233,12561570,3
461416,79392,33,2239721,12560117,3
461417,77611,32,2263037,12372858,3
461419,68874,29,2108624,12017293,5
461420,60620,25,2043947,11371756,6
461421,66202,28,2036354,11925514,7
461422,62720,26,2085584,11628238,6
461423,53416,22,1865427,11245291,4
461424,78641,33,2227311,12677662,3
461425,80472,33,2166566,12628626,3
461426,55114,23,1785044,11340496,2
461427,68723,29,1976956,12039676,1
461428,64854,27,1968086,11690564,1
461429,67218,28,1984478,11972491,1
461430,67718,28,2032735,12188226,1
461431,66215,27,2045453,12004178,1
461432,47781,20,1351195,8115701,1
461433,67397,28,2013867,11982551,1
461434,65810,28,1924294,11833677,1
461435,63689,26,2114567,11725945,1
461436,66806,28,2073739,11970709,1
461439,76062,32,2384910,12376253,3
461440,78241,33,2105828,12519092,3
461441,53913,22,1846006,11261550,4
461442,68552,28,2008098,11810091,5
461445,62780,26,2091253,11817700,6
461446,53650,22,1947828,11330656,4
461447,79863,33,2110052,12394261,3
461448,77583,32,2143553,12362812,3
461449,52733,22,1788045,10883765,2
461450,67003,28,1897020,11864870,1
461451,67019,28,2006755,11903041,1
461452,66249,28,1985319,11994602,1
461453,67320,28,1948410,11977408,1
461454,64842,26,1929313,11756581,1
461455,68340,29,1857287,11977245,1
461456,68124,28,1951561,12224353,1
461457,66699,28,2114514,12076765,1
461458,68063,28,2004001,12058299,1
461459,66550,28,2023086,11999825,1
461460,56598,23,1786775,11461192,2
461461,78584,33,2138180,12503290,3
461462,79315,33,2252627,12633151,3
461463,80167,34,2199211,12563978,3
461464,55543,23,1772779,11270103,4
461465,67604,28,2144397,11877356,5
461466,67040,28,1943610,11934961,6
461467,67954,28,2037030,12050328,7
461468,67105,28,1949548,12079679,6
461469,54771,23,1781339,11356395,4
461470,80049,33,1988136,12598710,3
461471,78908,33,2179460,12497685,3
461472,55467,23,1756638,11345083,2
461473,66034,27,2064331,11891476,1
461474,66078,28,1896585,11955533,1
461475,67030,28,1950985,11949101,1
461476,68537,28,2009900,12161898,1
461477,67968,29,1884797,11909778,1
461478,67056,27,1944857,11990890,1
461479,68123,29,1940624,11979989,1
461480,67636,28,1969368,11929526,1
461543,67348,27,2152177,12093201,1
461545,64583,27,2193930,12043088,1
461546,63265,27,2271330,11900061,1
461547,62948,26,2286257,11896165,1
461548,64772,27,2243304,12041307,1
461549,67000,28,2164839,12019430,1
461550,64156,26,2267131,11923519,1
461551,65076,27,2149903,11905117,1
461552,53472,23,1936618,11133428,2
461553,77992,32,2340496,12553424,3
461554,77304,32,2433277,12690163,3
461555,75000,32,2549620,12580544,3
461556,53621,22,1905606,11392424,4
461557,70103,29,2245489,12203835,5
461558,66324,28,2169890,11997550,6
461559,64837,27,2392781,11948998,7
461560,65514,27,2162803,12069865,6
461562,73205,30,2121014,12017441,3
461563,70873,30,2040570,11640445,3
461564,52698,22,1691145,11018271,2
461565,65232,27,1817701,11822478,1
461566,66177,27,2017346,12110054,1
461567,64117,27,2160001,12035878,1
461568,64927,27,1866889,11751609,1
461569,65370,27,1868406,11619060,1
461570,66721,28,1951743,11792259,1
461571,67075,28,1843541,11896900,1
461572,64463,27,2005790,11746963,1
461573,70033,29,1935084,12218438,1
461574,65889,27,2106348,11987094,1
461575,52047,22,1818857,11133079,2
461576,74781,31,2270248,12294878,3
461577,79481,33,2327330,12766260,3
461578,76901,32,2481042,12433249,3
461579,53980,23,1851416,11322038,4
461580,68299,28,2278677,12028937,5
461581,65408,27,2052974,11843053,6
461582,62616,26,2304965,11905780,7
461583,65723,27,2202446,12042697,6
461584,54751,23,1896937,11491032,4
461585,77933,33,2386181,12580605,3
461586,76786,32,2377614,12470299,3
461587,55787,23,1874431,11474545,2
461588,64496,27,2043038,11707310,1
461589,65447,27,2135380,11874027,1
461590,66374,27,1852973,11704831,1
461591,63776,27,2010676,11769226,1
461592,62272,26,2076468,11598955,1
461593,63249,26,1997530,11666074,1
461594,63900,27,2181369,11924376,1
461595,66299,27,2104530,12028180,1
461596,65330,27,1919168,11701983,1
461597,65547,28,2060673,11809859,1
461598,55043,23,1854279,11324409,2
461599,78056,32,2299016,12499744,3
461600,78150,33,2388849,12484294,3
461601,73577,30,2294631,12116037,3
461602,52720,22,1916996,11289656,4
461603,69514,29,2176308,12018157,5
461604,67897,28,1971442,11973235,6
461605,65280,28,2075590,11701648,7
461606,66122,27,2052733,11778920,6
461607,57954,24,1697555,11456272,4
461608,76607,32,2307505,12356585,3
461610,54493,23,1780769,11260784,2
461611,64885,27,2074920,11684980,1
461614,62399,26,2094029,11628178,1
461615,68743,28,2028907,12147775,1
461616,52795,22,1776115,10307533,1
461617,65809,27,2230598,11982976,1
461618,69743,29,1927455,12202189,1
461619,69104,29,1958405,12048608,1
461620,64246,27,2070539,11702867,1
461621,55444,23,1772597,11404184,2
461622,77531,32,2065697,12210364,3
461624,79936,34,2254031,12647193,3
461625,53936,22,1884565,11418706,4
461626,69180,29,2460022,12247133,5
461627,67573,28,2203451,12320821,6
461628,61631,25,2043294,11298938,7
461629,63289,27,2091678,11720780,6
461630,54595,22,1790258,11349830,4
461631,77167,33,2319232,12342113,3
461632,76132,31,2152334,12388345,3
461633,53632,22,1709427,11087800,2
461634,66008,28,1919979,12028046,1
461635,66508,28,1963282,12136870,1
461636,66692,27,2027599,12104971,1
461637,63015,26,2237652,11832407,1
461638,62274,26,2271718,11664108,1
461639,68490,29,2125408,12225810,1
461640,64695,27,2263287,12041817,1
461641,69529,29,2005054,12261929,1
461642,66831,27,2089271,12154917,1
461643,64041,27,2272107,12015678,1
461644,58058,24,1777446,11634808,2
461645,81325,34,2322514,12824259,3
461647,75494,32,2338201,12476170,3
461648,53236,22,1829436,11213669,4
461649,66187,27,2275666,11937318,5
461650,66643,28,1980978,12006641,6
461658,67286,28,1945776,11898802,1
461659,61394,25,2129973,11371303,1
461660,67103,28,2039676,11755944,1
461661,68759,29,2082594,12317191,1
461662,65079,27,1903804,11503990,1
461663,64558,27,1990511,11751434,1
461664,65588,27,1953782,11935177,1
461665,65658,27,2074071,11956413,1
461666,65748,28,2041344,11997685,1
461667,54676,22,1883437,11266361,2
461668,80268,34,2219610,12608831,3
461669,83286,34,2042859,12700778,3
461670,79647,34,2392398,12749911,3
461671,55001,22,1860193,11467714,4
461672,71855,30,2210951,12451441,5
461673,65877,28,2032489,11964791,6
461674,67865,28,2171627,12096132,7
461675,67634,28,2014607,12169267,6
461676,53699,22,1728451,10990840,4
461677,78033,33,2161268,12414251,3
461678,80839,34,2329572,12769934,3
461679,55545,23,1840960,11366675,2
461680,70500,29,2060905,12483338,1
461681,65074,27,2068585,12080354,1
461684,68628,29,2058586,12181342,1
461685,69232,29,2058801,12227661,1
461686,68152,28,2138262,12221317,1
461687,68526,28,2049546,12198710,1
461688,69619,28,2032101,12163691,1
461689,68324,29,2102131,12260795,1
461690,57200,24,1858641,11642809,2
461691,79061,33,2311516,12852076,3
461692,81039,33,2278426,12757987,3
461693,63407,27,2038986,10496727,3
461694,54085,22,1644256,11104814,4
461695,71233,30,2178071,12370288,5
461696,70370,29,2083201,12202159,6
461697,66868,28,2256990,12026653,7
461698,69022,29,1998773,12233052,6
461699,58681,24,1768945,11735133,4
461700,82795,34,2271349,12909554,3
461701,73750,31,1783651,11651478,3
461702,57286,24,1712330,11541025,2
461703,68206,28,2030101,12185100,1
461704,64994,27,1982832,11836558,1
461705,68506,29,1945762,12102299,1
461706,66667,27,1964745,11821446,1
461707,67677,29,2055382,12139361,1
461708,68673,28,1955330,12144422,1
461709,65067,27,2193139,11860953,1
461710,65127,27,1894169,11836955,1
461711,68228,29,1944922,11871774,1
461712,68726,28,2059601,12322781,1
461713,56080,24,1762309,11416417,2
461714,81638,33,2205156,12845558,3
461715,83775,35,2156269,12918146,3
461716,76924,32,2411353,12712341,3
461717,53293,23,2014292,11557344,4
461718,69732,29,2091150,12114841,5
461719,65228,27,1994130,12013678,6
461720,68780,28,2015871,11921408,7
461721,70103,29,2029045,12367323,6
461722,55278,23,1770751,11279434,4
461723,79190,33,2234972,12403255,3
461724,78456,33,2226276,12471007,3
461725,53313,22,1825905,11142912,2
461726,69600,29,1918667,12205936,1
461727,67888,28,2009159,12151273,1
461728,67898,28,1950242,12073011,1
461729,66815,28,2019900,11973870,1
461730,64544,27,2032827,11810344,1
461731,61730,26,2228746,11635057,1
461732,67185,28,2117956,12087146,1
461733,63942,26,2291765,12064294,1
461734,69075,29,2139128,12448850,1
461735,70485,29,1977153,12297209,1
461736,54422,23,1941278,11395999,2
461737,80217,33,2291507,12866375,3
461738,79899,34,2156743,12497325,3
461739,79006,33,2280417,12440109,3
461740,57457,23,1714030,11542303,4
461741,70050,30,2252231,12348046,5
461742,64848,26,2132761,12139686,6
461743,66946,28,2099911,12033596,7
461744,66986,28,2115136,12147452,6
461745,55496,23,1874907,11457129,4
461746,79545,33,2298905,12471341,3
461747,80966,34,2262806,12732026,3
461748,56168,23,1837435,11355019,2
461749,67901,29,2108690,12201836,1
461750,71011,29,1911039,12204481,1
461751,57953,24,2032187,10923027,1
461774,70276,29,1912526,12282111,1
461775,66513,27,1903672,11834209,1
461776,66122,28,1788790,11918601,1
461777,68324,28,1815405,12140492,1
461778,64339,27,2003986,11808380,1
461779,67747,28,1937634,12187299,1
461780,65970,28,1839245,11947772,1
461781,65513,27,1905776,12006690,1
461782,56082,23,1719251,11520645,2
461783,75778,32,2296856,12381799,3
461784,76689,32,2195522,12336062,3
461785,76170,31,2027218,12050705,3
461786,51746,22,1827906,10965595,4
461787,70575,29,2043244,12251546,5
461788,61831,26,1992147,11551454,6
461789,65873,27,1981690,11684444,7
461791,53471,22,1764688,11207616,4
461792,78301,33,2255177,12515905,3
461794,54225,23,1880052,11397475,2
461795,67624,28,1984423,12192215,1
461796,67044,28,2050604,12105205,1
461797,63088,26,2031427,11892399,1
461798,68363,28,1820186,12057353,1
461799,68349,29,2017293,12246221,1
461800,64639,26,2053581,11926898,1
461801,67235,28,1948786,11973706,1
461802,69381,29,1983744,12209218,1
461803,66519,28,1991251,12023968,1
461804,61496,26,2271547,10989001,1
461805,49957,20,2002290,10399090,2
461806,69401,29,2559605,11218987,3
461807,75446,32,2387113,12050526,3
461808,77577,32,2245591,12240009,3
461809,54879,23,1777866,11050999,4
461810,65687,27,2305746,11717632,5
461811,64335,27,2040882,11565662,6
461812,65333,27,2108412,11536660,7
461813,66795,28,2004934,11747321,6
461814,52497,22,1880590,10969341,4
461815,79759,33,2187434,12369532,3
461816,78771,33,2289371,12359978,3
461817,52769,22,1919682,11111409,2
461818,68286,28,1906871,11686546,1
461819,68502,29,2012166,11919815,1
461820,68562,28,1960267,12024746,1
461821,63317,26,2110292,11595661,1
461822,66517,28,2157573,12024324,1
461823,65498,27,2159575,12024748,1
461824,66367,28,1954383,11913248,1
461825,67274,28,1923755,11781915,1
461826,67481,28,2011577,12025677,1
461827,68849,29,1815636,11873141,1
461828,55344,23,1708102,11212303,2
461829,78659,32,2186954,12502506,3
461830,80070,34,2181513,12476334,3
461831,79966,33,2409201,12663931,3
461832,54487,23,1711714,11218184,4
461833,72244,30,2027669,12087356,5
461834,64241,26,2059161,11989993,6
461835,63757,27,2157927,11750028,7
461836,67563,28,2030281,12167663,6
461837,52823,22,1665349,10953935,4
461838,81123,34,2246491,12526342,3
461839,82940,34,2128226,12816749,3
461840,55619,23,1822815,11372291,2
461841,65627,28,1905288,11689706,1
461905,68566,28,2047582,12224868,6
461906,56775,24,1816670,11458552,4
461907,80954,33,2198464,12775868,3
461908,82742,35,2138888,12835622,3
461909,56382,23,1733819,11324961,2
461910,63668,27,2107586,11805531,1
461911,68669,28,1966422,12098469,1
461913,69028,29,2001199,12233641,1
461914,65564,27,2082528,11959667,1
461915,66587,28,2021140,11963796,1
461916,69671,29,1874672,12242722,1
461917,67107,28,2041361,12087471,1
461918,63574,26,2061797,11847177,1
461919,68039,28,1960974,12059266,1
461920,53983,23,1883535,11248449,2
461921,76623,32,2393858,12420782,3
461922,76000,31,2376545,12427089,3
461923,76142,32,2386271,12262205,3
461924,53364,22,1748500,10852935,4
461925,67602,29,2185434,11907450,5
461926,67759,28,1952200,11806572,6
461927,68532,28,2039154,12148787,7
461928,65666,27,2032345,11942338,6
461929,56347,24,1835746,11464708,4
461930,82222,34,2314327,12814970,3
461931,81330,34,2246481,12791708,3
461932,54854,23,1875665,11226148,2
461933,69256,29,2071973,12217707,1
461934,70270,29,1952837,12349720,1
461935,70955,29,1926345,12218426,1
461936,71000,30,1909235,12320281,1
461937,68138,28,2039018,12104813,1
461938,66676,28,2004711,12162713,1
461939,70511,29,1948207,12197217,1
461940,70200,29,1954425,12293486,1
461941,67150,28,2118443,12189234,1
461942,67094,28,1915974,12035359,1
461943,56971,24,1740135,11440175,2
461944,79574,33,2239511,12692838,3
461945,81448,34,2158873,12837165,3
461946,83810,35,2146120,12923074,3
461947,54178,22,1823336,11357322,4
461948,70122,30,2003397,12044899,5
461949,67385,28,1945309,11959667,6
461950,64271,26,2145892,11853646,7
461951,66384,28,2010883,12054035,6
461952,56194,23,1703604,11449746,4
461953,81790,34,2165721,12904349,3
461954,81972,34,2356207,13091323,3
461955,55131,23,1885696,11476487,2
461956,68511,29,1898467,12123309,1
461957,68919,28,2045523,12339700,1
461958,66837,28,2046389,12225713,1
461959,69076,29,1938143,12200040,1
461960,68233,28,1941570,12301721,1
461961,68891,29,2059764,12429783,1
461962,67488,28,2008801,12053213,1
461963,68488,29,2071447,12199190,1
461964,67942,28,2070087,12001604,1
461965,65806,27,2103532,12051221,1
461966,56326,24,1851874,11633315,2
461967,82254,34,2389251,12907519,3
461968,75628,31,1878987,12114401,3
461969,82942,35,2267429,12892010,3
461970,55978,23,1813875,11571005,4
461988,67209,27,2046514,12110642,1
461989,48358,20,1588229,10239845,2
461990,71611,30,1994219,11901704,3
461991,77903,33,2151652,12457276,3
461992,76066,32,2261626,12356997,3
461993,56111,23,1682914,11408421,4
461994,68443,28,2024843,11829907,5
461995,61230,26,2118370,11574330,6
461996,64727,27,2022630,11882119,7
461997,66978,27,1861901,11999342,6
461998,55087,23,1724658,11331314,4
461999,77518,33,2045811,12392181,3
462000,77501,32,2270914,12463840,3
462001,53019,22,1807291,11157380,2
462002,69305,29,1955959,12091782,1
462003,66063,27,2039724,11979130,1
462004,66628,28,2089529,12106317,1
462005,71954,30,1937108,12411112,1
462006,66898,28,2113767,12224101,1
462007,69851,29,1921289,12283638,1
462008,70229,29,2012525,12319597,1
462009,68082,28,2081402,12254058,1
462010,71175,30,1935832,12444144,1
462011,58716,24,1784847,10869677,1
462012,56769,24,1670542,11302359,2
462013,78675,33,2171911,12687344,3
462014,79415,33,2249677,12678686,3
462015,79955,33,2197572,12767025,3
462016,55608,23,1715436,11405518,4
462017,69140,29,2002903,11928449,5
462018,66699,28,2059154,12043711,6
462019,63018,26,2120101,11784071,7
462020,65784,27,1959455,11966556,6
462021,57223,24,1668261,11473160,4
462022,83601,35,2016924,12827994,3
462023,81720,34,2287616,12860541,3
462024,54980,23,1949410,11677614,2
462025,63732,26,2143472,11850761,1
462026,65263,27,2052026,11807864,1
462027,64939,27,2114535,11868015,1
462028,66361,28,2071399,11888021,1
462029,67106,28,2011673,12027373,1
462030,64451,27,2168016,12023772,1
462031,68669,28,1947262,12025378,1
462032,68261,28,1951447,12083354,1
462033,61211,26,2346342,11702576,1
462035,49403,20,1956682,10649582,2
462036,73706,31,2290640,12138296,3
462037,73144,31,2235606,12067871,3
462038,70049,29,2341855,11785128,3
462039,49939,21,1774943,10623970,4
462040,68727,28,2146230,11911891,5
462041,62824,26,2128754,11671523,6
462044,50231,21,1909683,10920752,4
462045,76846,32,2014342,12132198,3
462046,78973,33,2217016,12453361,3
462047,54428,23,1705704,11086345,2
462048,67943,28,1913408,12021544,1
462049,66122,28,1980462,11997314,1
462050,69383,28,2023467,12124206,1
462051,65991,28,2122694,11998844,1
462052,63336,26,2195187,11867534,1
462053,66833,28,1980572,11942370,1
462054,64980,27,2025375,11847221,1
462057,66491,27,1888618,11801098,1
462058,54705,23,1819447,11157915,2
462059,75963,32,2090626,12430429,3
462060,72125,30,2207260,11956774,3
462061,74499,31,2234034,12035251,3
462062,53038,22,1810669,11156996,4
462063,67385,28,2190425,11943789,5
462064,66373,27,1994194,11954147,6
462065,63380,27,2267652,11802138,7
462066,63270,26,2023149,11674579,6
462067,55170,23,1720652,11349601,4
462068,77611,32,2141246,12718098,3
462069,79224,33,2233949,12635945,3
462070,55396,23,1803863,11403089,2
462071,64668,27,2210181,12093773,1
462072,64724,27,2076686,11975043,1
462073,68308,29,2047295,12192343,1
462074,67503,28,2017854,12050965,1
462075,65542,27,1928139,11806288,1
462076,67578,28,1955069,12161867,1
462077,68328,28,2014474,12124559,1
462078,69145,29,2023549,12257642,1
462079,68053,28,1883370,12031916,1
462080,66214,28,1979707,11988682,1
462081,53620,22,1784431,11266431,2
462082,76916,32,2331788,12681289,3
462083,78122,33,2363095,12775256,3
462084,77264,32,2153185,12479084,3
462085,54546,23,1730984,11301835,4
462086,67254,28,2216636,12007171,5
462087,65772,27,2006984,12065022,6
462088,66793,28,2040887,12059296,7
462089,62552,26,2164096,11889587,6
462090,55255,23,1745347,11270030,4
462091,81048,34,2198734,12812747,3
462092,78304,32,2330114,12601970,3
462093,53729,22,1864245,11328588,2
462094,65486,28,2130239,11992410,1
462095,62962,26,2045788,11616089,1
462096,66501,28,2059759,12063547,1
462097,64894,26,2067467,11993152,1
462098,62780,26,2148183,11679318,1
462099,68353,28,2012186,12205723,1
462100,65844,27,2114990,11985170,1
462101,67769,29,2098865,12116782,1
462102,65728,27,2065870,11960866,1
462103,67784,28,2114632,12020105,1
462104,56833,24,1703348,11298959,2
462105,76502,32,2199659,12437529,3
462106,77479,32,2136082,12109259,3
462107,80668,34,2141418,12696542,3
462108,56840,23,1644085,11425006,4
462109,70102,29,2064390,11996723,5
462110,67273,28,1942809,12073970,6
462111,65595,28,2236781,12062647,7
462112,67750,28,2021652,12175810,6
462113,53568,22,1832879,11392977,4
462114,78829,33,2175050,12386814,3
462115,80882,34,2227140,12823490,3
462116,54864,22,1962281,11477045,2
462117,68352,29,2072645,12139327,1
462118,68644,28,2089083,12151436,1
462125,68829,29,1992313,12096995,1
462126,66112,28,2053708,12093656,1
462127,57672,23,1849862,11707378,2
462252,75447,32,2209147,12306716,3
462253,77337,32,2167553,12544172,3
462254,54189,22,1690556,11055755,2
462255,66594,28,1859685,11791331,1
462256,69453,29,1911163,12094146,1
462257,67513,28,1943289,12070636,1
462258,65303,27,1870218,11809813,1
462259,65722,27,1952879,11848991,1
462260,65717,28,1924251,11824570,1
462261,63890,26,1969476,11729602,1
462262,64635,27,2022999,11698138,1
462263,63454,26,2054279,11881630,1
462264,64888,27,2012244,11958945,1
462265,54479,23,1731065,11141777,2
462266,77952,33,2276755,12479888,3
462267,77673,32,2253486,12519952,3
462268,81629,34,2048992,12444583,3
462269,54482,23,1850359,11215297,4
462270,68660,28,2119670,11907326,5
462271,65596,27,2085132,11896529,6
462272,64868,27,1972096,11640981,7
462273,65326,28,1852088,11582990,6
462274,53120,22,1787116,11053733,4
462275,76160,31,2191886,12098301,3
462276,77402,33,2261501,12387553,3
462277,52358,21,1897693,10934282,2
462278,62239,26,2073326,11439813,1
462279,63668,27,2120864,11614451,1
462280,65629,27,2046287,11835339,1
462281,63719,27,2052027,11799937,1
462282,63155,26,2112144,11626457,1
462283,65695,27,1999364,11662678,1
462284,65330,27,2074213,11886949,1
462285,69414,29,2005592,12079005,1
462286,69058,29,1974033,12247922,1
462287,64389,27,1945878,11811103,1
462288,53421,22,1792755,11064459,2
462289,79166,33,2109901,12519553,3
462290,74968,31,2235194,12234576,3
462291,77003,32,2079746,12166767,3
462292,51604,22,1785780,11040157,4
462293,64713,27,2089012,11694341,5
462294,61987,25,1895744,11375889,6
462295,63393,27,2107813,11765168,7
462296,60829,25,2060572,11410050,6
462297,52279,22,1736570,10962909,4
462298,74727,31,2230312,12088164,3
462299,74626,31,2253880,12047745,3
462300,52784,22,1778347,11192025,2
462301,63938,26,2037570,11841448,1
462302,64571,27,1950636,11754608,1
462303,65161,27,1958291,11975848,1
462304,62858,26,2022232,11702464,1
462305,60264,26,1988982,11317576,1
462306,61075,25,1930592,11440742,1
462307,62253,26,1987200,11406601,1
462308,62198,26,2023940,11490694,1
462309,62087,25,2001184,11572572,1
462310,63683,27,1879391,11548832,1
462311,52569,22,1658348,11015574,2
462312,76220,32,2040983,12258767,3
462313,77677,32,1912583,12203323,3
462314,74694,31,2104653,12166563,3
462315,49931,21,1777156,10790699,4
462316,67356,28,2039190,11945874,5
462317,65274,27,1873876,11782330,6
462318,62490,26,2037869,11662069,7
462321,73795,31,2199289,12185100,3
462322,77119,32,2097635,12291419,3
462323,53288,22,1638278,11007099,2
462324,61936,26,1995754,11770354,1
462325,66004,27,1852615,11848833,1
462326,64348,27,1957343,11657336,1
462327,65195,27,1823955,11666252,1
462328,65109,27,1973473,11987368,1
462329,66222,28,1819364,11792772,1
462330,63097,26,1960118,11678788,1
462331,65707,27,1866028,11779276,1
462332,66403,28,1811518,11862143,1
462333,64643,27,1879052,11651313,1
462334,49283,20,1721333,10648074,2
462335,77396,33,2094509,12432543,3
462336,76215,31,2069213,12423859,3
462337,75931,32,2151107,12270837,3
462338,49874,21,1638782,10603186,4
462340,61089,25,2014388,11455138,6
462341,63732,27,1961906,11382237,7
462342,63174,26,1954827,11677285,6
462343,49837,21,1851051,10807422,4
462344,75439,31,2098528,12173005,3
462345,78654,33,2201087,12464329,3
462346,53282,22,1712339,11015679,2
462347,63067,26,2065264,11839707,1
462348,61798,26,1994934,11457367,1
462349,59605,25,1876358,11120021,1
462350,64188,26,2009330,11810925,1
462351,59545,25,2080865,11351466,1
462352,61574,26,1887821,11199248,1
462353,63108,26,1896813,11547848,1
462354,64229,27,1943477,11625608,1
462355,63855,26,1955500,11658172,1
462356,63045,26,2014801,11643670,1
462357,51721,22,1804297,10911239,2
462358,77639,32,2235853,12364390,3
462359,74477,31,2178803,12177334,3
462360,78125,33,2149738,12294166,3
462361,54903,23,1668416,11121458,4
462362,68250,28,2032949,11921092,5
462363,64040,27,1973681,11744809,6
462364,66260,27,1897518,11820488,7
462365,65043,27,1915621,11730773,6
462366,51268,21,1771096,10896648,4
