eventID	intensity
435610	1.12796563077
435611	1.13196363641
435612	1.1104649268
435616	1.13334659434
435617	1.14353019363
435618	1.13910472826
435619	1.13342202841
435620	1.12532543836
435621	1.10875508791
435622	1.13027894221
435623	1.10495823978
435624	1.09437232546
435625	1.10978602019
435626	1.10365071592
435627	1.10583830392
435628	1.09811888421
435629	1.115795601
435630	1.08521965845
435632	1.12809135421
435633	1.12190576057
435634	1.11969302789
435635	1.11936614692
435636	1.13739488937
435637	1.09907438242
435638	1.11232563384
435639	1.10035676159
435640	1.11848608279
435641	1.1027455071
435642	1.10958486267
435643	1.12276068002
435644	1.10862936446
435645	1.10231804737
435646	1.12587862153
435647	1.11939129161
435648	1.12635637063
435649	1.12115141988
446439	1.08710551017
446440	1.10387701813
446441	1.08501850093
446442	1.09824460766
446443	1.09824460766
446444	1.10143798324
446445	1.08811129775
446446	1.09482492987
446447	1.08418872617
446448	1.09359284008
446449	1.09364312946
446450	1.09706280725
446451	1.08124679749
446452	1.09698737318
446453	1.10430447785
446454	1.11149585908
446455	1.11242621259
446456	1.11991933009
446457	1.10196602172
446458	1.0921093034
446459	1.09681136035
446460	1.08811129775
446461	1.11172216128
446462	1.08755811458
446463	1.10269521772
446471	1.02834237057
446472	1.11494068155
446473	1.09419631263
446474	1.09482492987
446475	1.10131225979
446476	1.0413170304
446477	1.11851122748
446478	1.11222505508
446479	1.11549386472
446480	1.09945155276
446481	1.10234319206
446485	1.18024144044
446486	1.1617349489
446489	1.17724922238
446490	1.17677147328
446491	1.16384710283
446492	1.16495346917
446493	1.18645217878
446494	1.17222028446
446495	1.18315822444
446496	1.16701533372
446497	1.18320851382
446498	1.17626857949
446499	1.1658335333
446500	1.16047771442
446501	1.15394009512
446502	1.12693469849
446503	1.15959765028
446504	1.17078703716
446505	1.19394529628
446506	1.17737494583
446507	1.19749069751
446508	1.21091796176
469778	1.07357766716
469779	1.07858146039
469780	1.08863933623
469781	1.0816994019
469782	1.09268763126
469783	1.10764872157
469784	1.09588100684
469785	1.11954215975
469786	1.10930827108
469787	1.09339168257
469788	1.11184788473
469789	1.10166428544
469790	1.10219232393
469791	1.10136254917
469792	1.09487521925
469793	1.10930827108
469794	1.1024940602
469795	1.10289637524
469796	1.10189058765
469797	1.08378641114
469798	1.10893110074
469799	1.09004743885
469800	1.116524797
469801	1.10410332034
469802	1.07742480467
469803	1.09050004326
469804	1.0853202372
469805	1.07936094577
469806	1.08433959431
469807	1.09047489857
469808	1.09341682726
469809	1.10123682572
469810	1.0875078252
469811	1.08856390216
469812	1.08780956148
469813	1.11059065025
469814	1.09922525055
469815	1.10953457329
469816	1.11325598735
469817	1.12487283395
469818	1.1237664676
469819	1.09867206738
469820	1.11476466873
469821	1.0676938098
469822	1.09077663485
469823	1.09796801607
469824	1.09832004173
469825	1.10420389909
469826	1.1046816482
469827	1.10739727467
469828	1.10689438088
469829	1.12364074416
469830	1.11670080983
469831	1.11187302942
469832	1.1107163737
469833	1.11051521618
469834	1.10136254917
469835	1.12502370208
469836	1.11227534446
469837	1.09145554147
469838	1.10148827262
469839	1.08584827569
469840	1.10184029827
469841	1.086552327
469842	1.10256949427
469843	1.11795804431
469844	1.10538569951
469845	1.11398518335
469846	1.11343200018
469847	1.12077424954
469848	1.12419392733
478656	1.16751822751
478657	1.16339449841
447520	1.16170980421
447521	1.18562240402
447522	1.16668845275
447523	1.1718934035
447524	1.20649249639
447525	1.18522008899
447526	1.1979935913
447527	1.19306523214
447528	1.19512709669
447529	1.19640947586
447530	1.1740558468
447531	1.17908478472
447532	1.19283892993
447533	1.18076947893
447534	1.17292433577
447535	1.18506922085
447536	1.17958767852
447537	1.19379442814
447538	1.1871310854
447539	1.18016600638
447540	1.19618317365
447541	1.20538613004
447542	1.18680420443
447543	1.18097063644
447544	1.20111153281
447545	1.18828774112
447546	1.180115717
447547	1.1796128232
447548	1.18700536195
447549	1.1721197057
447550	1.19100336759
447551	1.20058349433
447552	1.18620073188
447553	1.18290677754
447554	1.18715623008
447555	1.17998999355
447556	1.19834561696
447557	1.17928594224
447558	1.18692992788
447559	1.16553179703
447560	1.19336696842
447561	1.17249687605
447562	1.16279102586
447563	1.17267288888
447564	1.20043262619
447565	1.19407101972
447566	1.17782755024
447567	1.18994729063
447568	1.16812170006
447569	1.1871310854
447571	1.19688722496
447572	1.18504407616
447573	1.19100336759
447574	1.20088523061
447575	1.1858989956
447576	1.19791815723
447577	1.19625860772
447578	1.17921050817
447579	1.18886606898
447580	1.19578085862
447581	1.18527037836
447582	1.19507680731
447583	1.18562240402
447584	1.18416401202
447585	1.18016600638
447586	1.18283134347
447587	1.18071918955
447588	1.15140048147
447589	1.17812928652
447590	1.15856671801
447591	1.19158169545
447592	1.19100336759
447593	1.18202671341
447594	1.19065134194
447595	1.19972857488
447596	1.20093551999
447597	1.18235359437
447598	1.1825296072
447599	1.18798600484
459515	1.08916737471
459516	1.10581315923
459517	1.10453078006
459518	1.07797798784
459519	1.10171457482
459520	1.08476705403
459521	1.09022345168
459522	1.08894107251
459523	1.09940126338
459524	1.07556409764
459525	1.10302209868
459526	1.09148068616
459527	1.07081175131
459528	1.07571496578
459529	1.06925278055
459530	1.09072634547
459531	1.0896954132
459532	1.10699495964
459533	1.09774171387
459534	1.098621778
459535	1.09791772669
459536	1.10503367385
459537	1.09180756712
459538	1.10764872157
459539	1.10191573234
459540	1.10460621413
459541	1.07983869487
459542	1.10093508945
459543	1.09545354711
459544	1.09296422284
459545	1.11069122901
459546	1.10483251633
459547	1.10888081136
459548	1.09263734188
459549	1.09920010586
459550	1.10015560407
459551	1.09344197195
459552	1.08418872617
459553	1.08179998066
459554	1.09324081443
459555	1.08240345321
459556	1.10520968668
459557	1.08879020437
459558	1.08554653941
459559	1.09552898118
459560	1.10581315923
459561	1.10478222696
459562	1.11116897811
459563	1.11526756252
459564	1.09570499401
459565	1.09869721207
459566	1.08471676465
459567	1.09552898118
459568	1.10576286985
459569	1.09666049221
459570	1.08036673335
459571	1.10005502531
459572	1.10063335317
459573	1.1068440915
459574	1.10256949427
459575	1.09148068616
459576	1.08713065486
459577	1.10772415564
459578	1.09143039678
459579	1.08526994783
459580	1.09957727621
459581	1.10885566667
479118	1.14667327983
479119	1.14865971031
479120	1.16362080062
479121	1.14619553073
479122	1.15419154202
434423	1.05934577285
434424	1.03523201552
434425	1.00470636235
434426	1.01896340135
434427	1.00523440083
434428	0.997867006776
434429	1.04247368613
434430	1.01735414122
434431	0.994799354644
434432	1.00058263325
434433	1.02293626231
434434	1.02366545831
434435	1.02409291803
434436	1.02723600423
434437	1.02012005707
434438	1.04878500322
434439	1.03686642035
434440	1.03276783594
434441	1.04772892625
434442	1.03130944394
434443	1.02638108478
434444	1.03812365483
434445	1.02809092368
434446	1.02884526436
434447	1.02884526436
434448	1.04430924847
434449	1.01878738852
434450	0.89520123914
434451	1.03593606683
434452	0.98949382514
434453	1.01916455887
434454	1.04534018074
434455	1.01971774204
434456	1.02846809402
434457	1.00852835517
434458	1.00722083131
434459	1.0053098349
434460	1.00161356553
434461	1.01325555681
434462	1.00178957835
434463	1.04742718998
434464	1.03176204836
434465	1.01297896523
434466	1.01529227667
434467	1.04523960198
434468	0.9912790981
434469	1.02635594009
434470	0.972948619382
434471	1.01461337005
434472	0.999928871324
434473	1.03032880105
434474	1.01725356246
434476	1.03128429925
434477	1.02303684107
434478	1.02605420382
434479	0.990172731758
434480	1.01104282413
434481	1.00727112069
434482	1.01571973639
434483	0.991656268444
434484	1.01934057169
465100	1.14358048301
465101	1.10719611716
465102	1.11649965231
465103	1.12663296222
465104	1.12162916899
465105	1.12992691656
465106	1.13699257433
465107	1.12675868567
465108	1.12869482676
465109	1.12525000429
465110	1.11121926749
465111	1.12180518181
465112	1.14586864976
465113	1.13528273544
465114	1.15368864823
465115	1.13035437628
465116	1.14197122287
465117	1.12922286525
465118	1.15333662257
465119	1.13742003406
465120	1.14850884217
465121	1.14534061128
465122	1.15549906588
465123	1.14858427624
465124	1.1286193927
465125	1.1583404158
465126	1.13772177033
465127	1.15014324699
465128	1.15338691195
465129	1.15099816644
465130	1.14033681805
465131	1.13158646607
465132	1.13379919875
465133	1.13113386166
465134	1.132240228
465135	1.12442022953
465136	1.13724402123
465137	1.14297701046
465138	1.1467487139
465139	1.14161919722
465140	1.13603707613
465141	1.14629610948
465142	1.13020350814
465143	1.13488042041
465144	1.14732704176
465145	1.14496344094
465146	1.13080698069
465147	1.1394818986
465148	1.13369862
465149	1.13842582164
465150	1.14679900328
465151	1.15791295608
465152	1.13475469696
465153	1.15104845582
465154	1.16203668517
465155	1.14632125417
465156	1.14151861846
465157	1.14707559486
465158	1.1317624789
447767	1.16641186116
447768	1.16746793813
447769	1.16284131524
447770	1.14677385859
447771	1.1525571372
447772	1.1581141136
447773	1.18413886733
447774	1.18506922085
447775	1.15243141375
447776	1.17812928652
447777	1.15567507871
447778	1.15522247429
447779	1.22733744407
447780	1.23472998281
447781	1.22235879552
447782	1.22356574063
447783	1.24589422499
447784	1.25884374013
447785	1.26462701874
447786	1.26296746923
447787	1.26724206646
447788	1.25145120139
447789	1.2693290757
447790	1.24335461134
447791	1.24337975603
447792	1.24285171755
447793	1.23196406695
447794	1.24270084941
447795	1.21194889403
447796	1.23485570626
447797	1.18459147175
447798	1.17667089452
447799	1.18016600638
447800	1.18532066774
447801	1.19158169545
447802	1.19158169545
447803	1.21373416699
447804	1.22678426089
447805	1.21006304231
447806	1.16691475496
447807	1.17724922238
447808	1.1351318673
447809	1.08796042961
447810	1.2294244533
447811	1.24310316444
447812	1.21539371651
447813	1.24156933838
447814	1.23483056157
447815	1.24099101052
447816	1.23749589866
447817	1.22399320035
447818	1.22638194586
447819	1.21305526037
447820	1.24242425783
447821	1.23244181605
447822	1.207900599
447823	1.2202466416
447824	1.21680181912
447825	1.22723686531
447826	1.22391776628
447827	1.23203950102
447828	1.22152902077
447829	1.20900696535
447830	1.20973616135
447831	1.21622349126
447837	1.21393532451
447838	1.22200676987
447839	1.20885609721
447840	1.19701294841
447841	1.19912510233
447842	1.2224090849
447843	1.20458149998
447844	1.195101952
447845	1.22887127013
447846	1.2255521711
447847	1.21602233375
447848	1.22356574063
447849	1.2274883122
473937	1.15989938656
473938	1.14617038604
473939	1.145768071
473940	1.10714582778
473941	1.19980400895
473942	1.13865212385
473943	1.19801873599
473944	1.18484291864
473945	1.14667327983
473946	1.16311790683
473947	1.14473713873
473948	1.13558447172
473949	1.15285887347
473950	1.15202909871
473951	1.05431683493
473952	1.12829251173
473953	1.15434241016
473954	1.13460382882
473955	1.11431206431
473956	1.13902929419
473957	1.09899894835
473958	1.12421907202
473959	1.11489039217
473960	1.10930827108
473961	1.09293907815
473962	1.10918254764
473963	1.06226255684
473964	1.09673592628
473965	1.14156890784
473966	1.14091514591
473967	1.14863456562
473968	1.13216479393
473969	1.15318575444
473970	1.15162678368
473971	1.14687443735
473972	1.14018594991
473973	1.12965032497
473974	1.16123205511
473975	1.15069643016
473976	1.1467487139
473977	1.13724402123
473978	1.148684855
473979	1.13646453585
473980	1.08881534906
473981	1.12990177187
473982	1.15942163746
473983	1.14591893914
473984	1.14883572313
473985	1.13498099916
473986	1.12773932856
473987	1.12507399146
473988	1.15962279497
473989	1.14825739527
473990	1.13193849172
473991	1.14161919722
473992	1.15610253843
473993	1.15321089912
473994	1.12892112897
473995	1.13643939116
473998	1.12145315616
473999	1.12499855739
474000	1.08755811458
474001	1.15746035167
474002	1.10108595758
474003	1.10505881854
474004	1.13100813821
474005	1.06988139779
474006	1.14999237886
449300	1.1979935913
449301	1.18144838555
449302	1.18386227575
449303	1.19816960413
449304	1.19889880013
461543	1.13862697916
461545	1.13598678675
461546	1.14265012949
461547	1.14096543529
461548	1.14810652714
461549	1.13400035627
461550	1.14639668824
461551	1.12318813974
461552	1.13691714026
461553	1.12072396016
461554	1.13855154509
461555	1.14483771749
461556	1.13845096633
461557	1.14662299045
461558	1.14252440604
461559	1.16304247276
461560	1.1491626041
461562	1.05253156197
461563	1.01692668149
461564	1.06578281339
461565	1.07350223309
461566	1.10279579648
461567	1.12698498787
461568	1.07063573848
461569	1.070836896
461570	1.09122923926
461571	1.07792769846
461572	1.09666049221
461573	1.11388460459
461574	1.12753817104
461575	1.0981440289
461576	1.09308994629
461577	1.13455353944
461578	1.14732704176
461579	1.12225778623
461580	1.13369862
461581	1.11194846349
461582	1.12977604842
461583	1.13990935833
461584	1.13203907048
461585	1.13686685088
461586	1.12507399146
461587	1.13063096786
461588	1.09120409457
461589	1.11929071285
461590	1.06809612483
461591	1.09872235676
461592	1.08951940037
461593	1.09175727774
461594	1.13342202841
461595	1.12615521312
461596	1.08190055942
461597	1.11607219259
461598	1.13188820234
461599	1.11732942707
461600	1.1344026713
461601	1.0855716841
461602	1.1186872403
461603	1.12484768926
461604	1.11843579341
461605	1.1044302013
461606	1.11763116334
461607	1.1174802952
461608	1.12084968361
461610	1.10118653634
461611	1.10015560407
481110	1.13422665848
481111	1.16060343787
481112	1.15879302022
481113	1.16301732807
481114	1.12721129008
481115	1.14478742811
481116	1.15537334243
481117	1.14878543376
481118	1.17254716543
481119	1.16485289041
481120	1.14184549943
481121	1.14720131831
481122	1.17812928652
481123	1.15949707152
481124	1.18270562003
481125	1.18036716389
481126	1.15381437168
481127	1.14860942093
481128	1.13400035627
481129	1.14594408383
481130	1.16711591247
481131	1.13080698069
481132	1.11323084266
481133	1.12283611409
481134	1.12904685242
481135	1.13530788013
481136	1.17169224598
481137	1.14876028907
481138	1.13450325006
481139	1.14448569183
481140	1.12095026237
481141	1.12152859023
481142	1.13553418234
481143	1.13063096786
481144	1.14061340964
481145	1.12899656304
481146	1.15107360051
481147	1.14297701046
481148	1.16251443428
481149	1.13402550096
481150	1.15854157332
481151	1.16497861386
481152	1.18426459078
481153	1.16852401509
481154	1.15826498173
481155	1.13719373185
481156	1.16201154048
481157	1.15972337373
481158	1.16565752048
481159	1.16253957897
481160	1.16354536655
452178	1.08114621873
452179	1.06377123822
452180	1.10111110227
452181	1.08574769693
452182	1.102267758
452183	1.04066326848
452184	1.10121168103
452185	1.08182512535
452186	1.11257708073
452187	1.09271277595
452188	1.0788077626
452189	1.07775168564
452190	1.10272036241
452191	1.07921007763
452192	1.0969370838
452193	1.06379638291
452194	1.0657576687
452195	1.07216956454
452196	1.10616518488
452197	1.09681136035
452198	1.09819431828
452199	1.09764113511
452200	1.09847090987
452201	1.09444775953
452203	0.969428362838
452204	1.04159362199
452211	1.12271039064
452212	1.1003316169
452213	1.1070955384
452214	1.10790016847
452215	1.0715409473
452216	1.1087802326
452217	1.09515181084
452218	1.08685406327
452219	1.11707798017
452220	1.098621778
452221	1.08868962561
452222	1.14305244453
452223	1.12761360511
452224	1.11431206431
452225	1.10121168103
452226	1.10812647067
452227	1.13661540399
452228	1.12660781753
452229	1.08177483597
452230	1.06804583545
